Titulo;ISSN;eISSN;Categorias;Indices;Citacoes;JIF_2025;QuartilMelhor;Quartis
Tourism Management Perspectives;22119736;22119744;HOSPITALITY, LEISURE, SPORT & TOURISM | MANAGEMENT;SSCI;8399;8.3;Q1;Q1
Agronomy for Sustainable Development;17740746;17730155;AGRONOMY | GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY;SCIE;12413;8.2;Q1;Q1 | Q2
Antioxidants;N/A;20763921;BIOCHEMISTRY & MOLECULAR BIOLOGY | CHEMISTRY, MEDICINAL | FOOD SCIENCE & TECHNOLOGY;SCIE;91446;8.2;Q1;Q1
ARCHIVES OF PHARMACAL RESEARCH;02536269;19763786;CHEMISTRY, MEDICINAL | PHARMACOLOGY & PHARMACY;SCIE;8786;8.2;Q1;Q1
BEHAVIORAL AND BRAIN SCIENCES;0140525X;14691825;BEHAVIORAL SCIENCES | NEUROSCIENCES | PSYCHOLOGY, BIOLOGICAL;SCIE | SSCI;13204;8.2;Q1;Q1
Biofabrication;17585082;17585090;ENGINEERING, BIOMEDICAL | MATERIALS SCIENCE, BIOMATERIALS;SCIE;10551;8.2;Q1;Q1
BIORESOURCE TECHNOLOGY;09608524;18732976;AGRICULTURAL ENGINEERING | BIOTECHNOLOGY & APPLIED MICROBIOLOGY | ENERGY & FUELS;SCIE;174669;8.2;Q1;Q1
BRITISH JOURNAL OF DERMATOLOGY;00070963;13652133;DERMATOLOGY;SCIE;31973;8.2;Q1;Q1
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING;01614940;15205703;CHEMISTRY, PHYSICAL;SCIE;3827;8.2;Q1;Q1
Cellular and Molecular Gastroenterology and Hepatology;2352345X;2352345X;GASTROENTEROLOGY & HEPATOLOGY;SCIE;7982;8.2;Q1;Q1
ChemBioEng Reviews;21969744;21969744;ENGINEERING, CHEMICAL;SCIE;2450;8.2;Q1;Q1
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING;1359835X;18785840;ENGINEERING, MANUFACTURING | MATERIALS SCIENCE, COMPOSITES;SCIE;48372;8.2;Q1;Q1
Current Opinion in Food Science;22147993;22148000;FOOD SCIENCE & TECHNOLOGY;SCIE;10008;8.2;Q1;Q1
Diabetes & Metabolism Journal;22336079;22336087;ENDOCRINOLOGY & METABOLISM;SCIE;5793;8.2;Q1;Q1
Emerging Contaminants;24056650;24056642;ENVIRONMENTAL SCIENCES;ESCI;3049;8.2;Q1;Q1
Energy Nexus;27724271;27724271;ENERGY & FUELS | ENVIRONMENTAL SCIENCES;ESCI;4038;8.2;Q1;Q1
ENVIRONMENTAL RESEARCH;00139351;10960953;ENVIRONMENTAL SCIENCES | PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;SCIE;110166;8.2;Q1;Q1
European Heart Journal-Cardiovascular Pharmacotherapy;20556837;20556845;CARDIAC & CARDIOVASCULAR SYSTEMS | PHARMACOLOGY & PHARMACY;SCIE;2494;8.2;Q1;Q1
Grain & Oil Science and Technology;20964501;25902598;FOOD SCIENCE & TECHNOLOGY;ESCI;1024;8.2;Q1;Q1
HAEMATOLOGICA;03906078;15928721;HEMATOLOGY;SCIE;23477;8.2;Q1;Q1
INFORMATION SYSTEMS JOURNAL;13501917;13652575;INFORMATION SCIENCE & LIBRARY SCIENCE;SSCI;5962;8.2;Q1;Q1
International Journal of Applied Earth Observation and Geoinformation;15698432;1872826X;GEOGRAPHY, PHYSICAL | REMOTE SENSING;SCIE;29967;8.2;Q1;Q1
International Journal of Logistics Management;09574093;17586550;MANAGEMENT;SSCI;5837;8.2;Q1;Q1
Journal of Hospitality and Tourism Technology;17579880;17579899;HOSPITALITY, LEISURE, SPORT & TOURISM;SSCI;3168;8.2;Q1;Q1
JOURNAL OF MEDICAL INTERNET RESEARCH;14394456;14388871;HEALTH CARE SCIENCES & SERVICES | MEDICAL INFORMATICS;SCIE;66779;8.2;Q1;Q1
MATERIALS & DESIGN;02641275;18734197;MATERIALS SCIENCE, MULTIDISCIPLINARY;SCIE;106628;8.2;Q1;Q1
MOLECULES AND CELLS;10168478;02191032;BIOCHEMISTRY & MOLECULAR BIOLOGY | CELL BIOLOGY;SCIE;6812;8.2;Q1;Q1
NEUROPSYCHOLOGY REVIEW;10407308;15736660;NEUROSCIENCES | PSYCHOLOGY, CLINICAL;SCIE | SSCI;5362;8.2;Q1;Q1
Plant Phenomics;26436515;26436515;AGRONOMY | PLANT SCIENCES | REMOTE SENSING;SCIE;2670;8.2;Q1;Q1
PLANT PHYSIOLOGY;00320889;15322548;PLANT SCIENCES;SCIE;100787;8.2;Q1;Q1
PSYCHOLOGY & MARKETING;07426046;15206793;BUSINESS | PSYCHOLOGY, APPLIED;SSCI;15721;8.2;Q1;Q1
SIAM REVIEW;00361445;10957200;MATHEMATICS, APPLIED;SCIE;13257;8.2;Q1;Q1
Statistics Surveys;19357516;19357516;STATISTICS & PROBABILITY;ESCI;1434;8.2;Q1;Q1
Supramolecular Materials;N/A;26672405;CHEMISTRY, MULTIDISCIPLINARY | MATERIALS SCIENCE, MULTIDISCIPLINARY;ESCI;592;8.2;Q1;Q1
URBAN FORESTRY & URBAN GREENING;16188667;16108167;ENVIRONMENTAL STUDIES | FORESTRY | URBAN STUDIES;SCIE | SSCI;24595;8.2;Q1;Q1
AMERICAN JOURNAL OF TRANSPLANTATION;16006135;16006143;SURGERY | TRANSPLANTATION;SCIE;26190;8.1;Q1;Q1
ANIMAL HEALTH RESEARCH REVIEWS;14662523;14752654;VETERINARY SCIENCES;SCIE;1739;8.1;Q1;Q1
ANNALS OF TOURISM RESEARCH;01607383;18737722;HOSPITALITY, LEISURE, SPORT & TOURISM | SOCIOLOGY;SSCI;19203;8.1;Q1;Q1
Annual Review of Biomedical Data Science;25743414;25743414;MATHEMATICAL & COMPUTATIONAL BIOLOGY;SCIE;1071;8.1;Q1;Q1
Astrodynamics;2522008X;25220098;ASTRONOMY & ASTROPHYSICS | ENGINEERING, AEROSPACE;ESCI;1180;8.1;Q1;Q1
Bulletin of the Peabody Museum of Natural History;0079032X;21624135;BIODIVERSITY CONSERVATION | ECOLOGY;SCIE;404;8.1;Q1;Q1
Chemical Science;20416520;20416539;CHEMISTRY, MULTIDISCIPLINARY;SCIE;104897;8.1;Q1;Q1
EUROPEAN JOURNAL OF INFORMATION SYSTEMS;0960085X;14769344;COMPUTER SCIENCE, INFORMATION SYSTEMS | INFORMATION SCIENCE & LIBRARY SCIENCE | MANAGEMENT;SCIE | SSCI;6988;8.1;Q1;Q1
European Journal of Internal Medicine;09536205;18790828;MEDICINE, GENERAL & INTERNAL;SCIE;10443;8.1;Q1;Q1
EUROPEAN NEUROPSYCHOPHARMACOLOGY;0924977X;18737862;CLINICAL NEUROLOGY | NEUROSCIENCES | PHARMACOLOGY & PHARMACY | PSYCHIATRY;SCIE;9428;8.1;Q1;Q1
FERTILITY AND STERILITY;00150282;15565653;OBSTETRICS & GYNECOLOGY | REPRODUCTIVE BIOLOGY;SCIE;44012;8.1;Q1;Q1
Friction;22237690;22237704;ENGINEERING, MECHANICAL;SCIE;7456;8.1;Q1;Q1
Frontiers in Energy;20951701;20951698;ENERGY & FUELS;SCIE;2236;8.1;Q1;Q1
Hepatobiliary Surgery and Nutrition;23043881;2304389X;GASTROENTEROLOGY & HEPATOLOGY | NUTRITION & DIETETICS | SURGERY;SCIE;2755;8.1;Q1;Q1
IEEE Transactions on Big Data;23327790;23327790;COMPUTER SCIENCE, INFORMATION SYSTEMS | COMPUTER SCIENCE, THEORY & METHODS;SCIE;4177;8.1;Q1;Q1
INFORMATION PROCESSING & MANAGEMENT;03064573;18735371;COMPUTER SCIENCE, INFORMATION SYSTEMS | INFORMATION SCIENCE & LIBRARY SCIENCE;SCIE | SSCI;17694;8.1;Q1;Q1
Japanese Dental Science Review;18827616;22136851;DENTISTRY, ORAL SURGERY & MEDICINE;SCIE;1969;8.1;Q1;Q1
Journal of Building Engineering;N/A;23527102;CONSTRUCTION & BUILDING TECHNOLOGY | ENGINEERING, CIVIL;SCIE;97090;8.1;Q1;Q1
JOURNAL OF BUSINESS VENTURING;08839026;18732003;BUSINESS;SSCI;16707;8.1;Q1;Q1
JOURNAL OF CONSUMER RESEARCH;00935301;15375277;BUSINESS;SSCI;27912;8.1;Q1;Q1
Materials Chemistry Frontiers;N/A;20521537;CHEMISTRY, MULTIDISCIPLINARY | MATERIALS SCIENCE, MULTIDISCIPLINARY;SCIE;16377;8.1;Q1;Q1
Materials Today Electronics;N/A;27729494;MATERIALS SCIENCE, MULTIDISCIPLINARY | NANOSCIENCE & NANOTECHNOLOGY | PHYSICS, APPLIED;ESCI;932;8.1;Q1;Q1
Materials Today Energy;24686069;24686069;CHEMISTRY, PHYSICAL | ENERGY & FUELS | MATERIALS SCIENCE, MULTIDISCIPLINARY;SCIE;13682;8.1;Q1;Q1
ORGANIZATION & ENVIRONMENT;10860266;15527417;ENVIRONMENTAL STUDIES | MANAGEMENT;SSCI;3893;8.1;Q1;Q1
PHYTOTHERAPY RESEARCH;0951418X;10991573;CHEMISTRY, MEDICINAL | PHARMACOLOGY & PHARMACY;SCIE;27544;8.1;Q1;Q1
Plant Stress;2667064X;2667064X;PLANT SCIENCES;ESCI;6414;8.1;Q1;Q1
POLYMER DEGRADATION AND STABILITY;01413910;18732321;POLYMER SCIENCE;SCIE;36468;8.1;Q1;Q1
Science China-Information Sciences;1674733X;18691919;COMPUTER SCIENCE, INFORMATION SYSTEMS | ENGINEERING, ELECTRICAL & ELECTRONIC;SCIE;10460;8.1;Q1;Q1
SERVICE INDUSTRIES JOURNAL;02642069;17439507;MANAGEMENT;SSCI;4604;8.1;Q1;Q1
VIEW;26883988;2688268X;MATERIALS SCIENCE, BIOMATERIALS | NANOSCIENCE & NANOTECHNOLOGY;ESCI;2065;8.1;Q1;Q1
British Accounting Review;08908389;10958347;BUSINESS, FINANCE;SSCI;5226;8;Q1;Q1
Current Nutrition Reports;N/A;21613311;NUTRITION & DIETETICS;SCIE;3439;8;Q1;Q1
CURRENT OPINION IN MICROBIOLOGY;13695274;18790364;MICROBIOLOGY;SCIE;13949;8;Q1;Q1
DRUG DELIVERY;10717544;15210464;PHARMACOLOGY & PHARMACY;SCIE;13146;8;Q1;Q1
ENERGY AND BUILDINGS;03787788;18726178;CONSTRUCTION & BUILDING TECHNOLOGY | ENERGY & FUELS | ENGINEERING, CIVIL;SCIE;79006;8;Q1;Q1 | Q2
FREE RADICAL BIOLOGY AND MEDICINE;08915849;18734596;BIOCHEMISTRY & MOLECULAR BIOLOGY | ENDOCRINOLOGY & METABOLISM;SCIE;58154;8;Q1;Q1
GASTROINTESTINAL ENDOSCOPY;00165107;10976779;GASTROENTEROLOGY & HEPATOLOGY;SCIE;26254;8;Q1;Q1
Human Resource Management Journal;09545395;17488583;INDUSTRIAL RELATIONS & LABOR | MANAGEMENT;SSCI;4550;8;Q1;Q1
IEEE Transactions on Cognitive Communications and Networking;23327731;23327731;TELECOMMUNICATIONS;SCIE;7633;8;Q1;Q1
International Journal of Management Education;14728117;23523565;BUSINESS | EDUCATION & EDUCATIONAL RESEARCH | MANAGEMENT;SSCI;5761;8;Q1;Q1
Journal of Destination Marketing & Management;2212571X;22125752;HOSPITALITY, LEISURE, SPORT & TOURISM | MANAGEMENT;SSCI;6475;8;Q1;Q1
Journal of Materials Informatics;N/A;2770372X;MATERIALS SCIENCE, MULTIDISCIPLINARY;ESCI;837;8;Q1;Q1
KNOWLEDGE-BASED SYSTEMS;09507051;18727409;COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE;SCIE;55815;8;Q1;Q1
Language Teaching;02614448;14753049;EDUCATION & EDUCATIONAL RESEARCH | LANGUAGE & LINGUISTICS | LINGUISTICS;AHCI | SSCI;3723;8;Q1;Q1
Materials Today Advances;25900498;25900498;MATERIALS SCIENCE, MULTIDISCIPLINARY;SCIE;4968;8;Q1;Q1
Micro and Nano Systems Letters;N/A;22139621;NANOSCIENCE & NANOTECHNOLOGY;ESCI;838;8;Q1;Q1
Neurology-Neuroimmunology & Neuroinflammation;23327812;23327812;CLINICAL NEUROLOGY | NEUROSCIENCES;SCIE;7069;8;Q1;Q1
Research Synthesis Methods;17592879;17592887;MATHEMATICAL & COMPUTATIONAL BIOLOGY | MULTIDISCIPLINARY SCIENCES;SCIE;10861;8;Q1;Q1
Rock Mechanics Bulletin;N/A;27732304;ENGINEERING, GEOLOGICAL;ESCI;719;8;Q1;Q1
SYSTEM;0346251X;18793282;EDUCATION & EDUCATIONAL RESEARCH | LINGUISTICS;SSCI;12508;8;Q1;Q1
ADMINISTRATIVE SCIENCE QUARTERLY;00018392;19303815;BUSINESS | MANAGEMENT;SSCI;21787;7.9;Q1;Q1
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY;00029378;10976868;OBSTETRICS & GYNECOLOGY;SCIE;47085;7.9;Q1;Q1
Bio-Design and Manufacturing;20965524;25228552;ENGINEERING, BIOMEDICAL;SCIE;2245;7.9;Q1;Q1
BioData Mining;17560381;17560381;MATHEMATICAL & COMPUTATIONAL BIOLOGY;SCIE;2020;7.9;Q1;Q1
Cancer Immunology Research;23266066;23266074;IMMUNOLOGY | ONCOLOGY;SCIE;13610;7.9;Q1;Q1
Chinese Medical Journal Pulmonary and Critical Care Medicine;20971982;27725588;CRITICAL CARE MEDICINE | RESPIRATORY SYSTEM;ESCI;516;7.9;Q1;Q1
Clinical and Translational Medicine;20011326;20011326;MEDICINE, RESEARCH & EXPERIMENTAL | ONCOLOGY;SCIE;13400;7.9;Q1;Q1
CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW;10964037;15732827;PSYCHOLOGY, CLINICAL;SSCI;5204;7.9;Q1;Q1
CLINICAL NUTRITION;02615614;15321983;NUTRITION & DIETETICS;SCIE;30445;7.9;Q1;Q1
Current Environmental Health Reports;N/A;21965412;PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;SCIE, SSCI;4772;7.9;Q1;Q1
EMBO Molecular Medicine;17574676;17574684;MEDICINE, RESEARCH & EXPERIMENTAL;SCIE;13981;7.9;Q1;Q1
EMERGING INFECTIOUS DISEASES;10806040;10806059;IMMUNOLOGY | INFECTIOUS DISEASES;SCIE;34822;7.9;Q1;Q1
EUROPEAN JOURNAL OF CANCER;09598049;18790852;ONCOLOGY;SCIE;39615;7.9;Q1;Q1
EUROPEAN PSYCHIATRY;09249338;17783585;PSYCHIATRY;SCIE, SSCI;9913;7.9;Q1;Q1
FIELD CROPS RESEARCH;03784290;18726852;AGRONOMY;SCIE;32979;7.9;Q1;Q1
Geoderma;00167061;18726259;SOIL SCIENCE;SCIE;51463;7.9;Q1;Q1
IEEE Transactions on Automation Science and Engineering;15455955;15583783;AUTOMATION & CONTROL SYSTEMS;SCIE;24842;7.9;Q1;Q1
International Journal of Pharmaceutics-X;N/A;25901567;PHARMACOLOGY & PHARMACY;SCIE;2180;7.9;Q1;Q1
INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT;09600035;1758664X;MANAGEMENT;SSCI;5718;7.9;Q1;Q1
INVESTIGATIVE RADIOLOGY;00209996;15360210;RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;SCIE;7265;7.9;Q1;Q1
Journal of Animal Science and Biotechnology;16749782;20491891;AGRICULTURE, DAIRY & ANIMAL SCIENCE;SCIE;9710;7.9;Q1;Q1
Journal of Cheminformatics;17582946;17582946;CHEMISTRY, MULTIDISCIPLINARY | COMPUTER SCIENCE, INFORMATION SYSTEMS | COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS;SCIE;13430;7.9;Q1;Q1
Journal of Genetics and Genomics;16738527;18735533;BIOCHEMISTRY & MOLECULAR BIOLOGY | GENETICS & HEREDITY;SCIE;5807;7.9;Q1;Q1
JOURNAL OF MATERIALS PROCESSING TECHNOLOGY;09240136;18734774;ENGINEERING, INDUSTRIAL | ENGINEERING, MANUFACTURING | MATERIALS SCIENCE, MULTIDISCIPLINARY;SCIE;47220;7.9;Q1;Q1
mAbs;19420862;19420870;MEDICINE, RESEARCH & EXPERIMENTAL;SCIE;7267;7.9;Q1;Q1
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING;09215093;18734936;MATERIALS SCIENCE, MULTIDISCIPLINARY | METALLURGY & METALLURGICAL ENGINEERING | NANOSCIENCE & NANOTECHNOLOGY;SCIE;155746;7.9;Q1;Q1
PROCESS SAFETY AND ENVIRONMENTAL PROTECTION;09575820;17443598;ENGINEERING, CHEMICAL | ENGINEERING, ENVIRONMENTAL;SCIE;48518;7.9;Q1;Q1
PROGRESS IN ORGANIC COATINGS;03009440;1873331X;CHEMISTRY, APPLIED | MATERIALS SCIENCE, COATINGS & FILMS;SCIE;35993;7.9;Q1;Q1
Solar Energy;0038092X;14711257;ENERGY & FUELS;SCIE;66608;7.9;Q2;Q2
Water Cycle;N/A;26664453;WATER RESOURCES;ESCI;810;7.9;Q1;Q1
ACS Applied Materials & Interfaces;19448244;19448252;MATERIALS SCIENCE, MULTIDISCIPLINARY | NANOSCIENCE & NANOTECHNOLOGY;SCIE;398458;7.8;Q1;Q1 | Q2
Agricultural Water Management;03783774;18732283;AGRONOMY | WATER RESOURCES;SCIE;42239;7.8;Q1;Q1
AMERICAN JOURNAL OF CHINESE MEDICINE;0192415X;17936853;INTEGRATIVE & COMPLEMENTARY MEDICINE | MEDICINE, GENERAL & INTERNAL;SCIE;6797;7.8;Q1;Q1
AMERICAN JOURNAL OF PUBLIC HEALTH;00900036;15410048;PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;SCIE, SSCI;41993;7.8;Q1;Q1
Animal Frontiers;21606056;21606064;AGRICULTURE, DAIRY & ANIMAL SCIENCE;SCIE;2661;7.8;Q1;Q1
APPLIED SOFT COMPUTING;15684946;18729681;COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE | COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS;SCIE;56796;7.8;Q1;Q1
Artificial Intelligence in Medicine;09333657;18732860;COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE | ENGINEERING, BIOMEDICAL | MEDICAL INFORMATICS;SCIE;9654;7.8;Q1;Q1
Big Data & Society;20539517;20539517;SOCIAL SCIENCES, INTERDISCIPLINARY;SSCI;6992;7.8;Q1;Q1
BIOSYSTEMS ENGINEERING;15375110;15375129;AGRICULTURAL ENGINEERING | AGRICULTURE, MULTIDISCIPLINARY;SCIE;17327;7.8;Q1;Q1
BRITISH JOURNAL OF CANCER;00070920;15321827;ONCOLOGY;SCIE;51047;7.8;Q1;Q1
ChemTexts;21993793;21993793;CHEMISTRY, MULTIDISCIPLINARY;ESCI;909;7.8;Q1;Q1
CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE;09695893;14682850;PSYCHOLOGY, CLINICAL;SSCI;5370;7.8;Q1;Q1
COMPOSITE STRUCTURES;02638223;18791085;MATERIALS SCIENCE, COMPOSITES | MECHANICS;SCIE;85492;7.8;Q1;Q1
CURRENT OPINION IN BIOTECHNOLOGY;09581669;18790429;BIOCHEMICAL RESEARCH METHODS | BIOTECHNOLOGY & APPLIED MICROBIOLOGY;SCIE;19937;7.8;Q1;Q1
CURRENT OPINION IN STRUCTURAL BIOLOGY;0959440X;1879033X;BIOCHEMISTRY & MOLECULAR BIOLOGY | CELL BIOLOGY;SCIE;13672;7.8;Q1;Q1
Ecosystem Services;22120416;22120416;ECOLOGY | ENVIRONMENTAL SCIENCES | ENVIRONMENTAL STUDIES;SCIE | SSCI;12527;7.8;Q1;Q1
Enterprise Modelling and Information Systems Architectures-An International Journal;18663621;18663621;ENGINEERING, INDUSTRIAL;ESCI;138;7.8;Q1;Q1
European Heart Journal-Acute Cardiovascular Care;20488726;20488734;CARDIAC & CARDIOVASCULAR SYSTEMS | CRITICAL CARE MEDICINE;SCIE;3810;7.8;Q1;Q1
EUROPEAN JOURNAL OF ANAESTHESIOLOGY;02650215;13652346;ANESTHESIOLOGY;SCIE;7011;7.8;Q1;Q1
Fuel;00162361;18737153;ENERGY & FUELS | ENGINEERING, CHEMICAL;SCIE;186180;7.8;Q1;Q1 | Q2
FUEL PROCESSING TECHNOLOGY;03783820;18737188;CHEMISTRY, APPLIED | ENERGY & FUELS | ENGINEERING, CHEMICAL;SCIE;26536;7.8;Q1;Q1 | Q2
Green Chemistry Letters and Reviews;17518253;17517192;CHEMISTRY, MULTIDISCIPLINARY | GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY;SCIE;3658;7.8;Q1;Q1 | Q2
Hepatology International;19360533;19360541;GASTROENTEROLOGY & HEPATOLOGY;SCIE;6964;7.8;Q1;Q1
INFORMATION SYSTEMS RESEARCH;10477047;15265536;INFORMATION SCIENCE & LIBRARY SCIENCE | MANAGEMENT;SSCI;14998;7.8;Q1;Q1
Intelligent Medicine;26671026;26671026;COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS | MEDICAL INFORMATICS;ESCI;732;7.8;Q1;Q1
JOURNAL OF ACCOUNTING & ECONOMICS;01654101;18791980;BUSINESS, FINANCE | ECONOMICS;SSCI;18156;7.8;Q1;Q1
JOURNAL OF MANAGEMENT STUDIES;00222380;14676486;BUSINESS | MANAGEMENT;SSCI;19048;7.8;Q1;Q1
Journal of Manufacturing Processes;15266125;22124616;ENGINEERING, MANUFACTURING;SCIE;46418;7.8;Q1;Q1
Journal of Manufacturing Technology Management;1741038X;17587786;ENGINEERING, INDUSTRIAL | ENGINEERING, MANUFACTURING | MANAGEMENT;SCIE | SSCI;5459;7.8;Q1;Q1
Reviews in Fisheries Science & Aquaculture;23308249;23308257;FISHERIES;SCIE;2734;7.8;Q1;Q1
Stem Cell Research & Therapy;N/A;17576512;CELL & TISSUE ENGINEERING | CELL BIOLOGY | MEDICINE, RESEARCH & EXPERIMENTAL;SCIE;31355;7.8;Q1;Q1
Sustainable Horizons;N/A;27727378;ENVIRONMENTAL SCIENCES;ESCI;889;7.8;Q1;Q1
Therapeutic Advances in Endocrinology and Metabolism;20420188;20420196;ENDOCRINOLOGY & METABOLISM;SCIE;2171;7.8;Q1;Q1
TRANSACTIONS OF TIANJIN UNIVERSITY;10064982;19958196;ENERGY & FUELS | MATERIALS SCIENCE, MULTIDISCIPLINARY;ESCI;1769;7.8;Q1;Q1 | Q2
AGING CELL;14749718;14749726;CELL BIOLOGY | GERIATRICS & GERONTOLOGY;SCIE;22553;7.7;Q1;Q1
AGRICULTURE ECOSYSTEMS & ENVIRONMENT;01678809;18732305;AGRICULTURE, MULTIDISCIPLINARY | ECOLOGY | ENVIRONMENTAL SCIENCES;SCIE;41093;7.7;Q1;Q1
AMERICAN JOURNAL OF HUMAN GENETICS;00029297;15376605;GENETICS & HEREDITY;SCIE;38769;7.7;Q1;Q1
APPLIED SPECTROSCOPY REVIEWS;05704928;1520569X;INSTRUMENTS & INSTRUMENTATION | SPECTROSCOPY;SCIE;4151;7.7;Q1;Q1
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES;00670049;15384365;ASTRONOMY & ASTROPHYSICS;SCIE;44810;7.7;Q1;Q1
Blood Advances;24739529;24739537;HEMATOLOGY;SCIE;26750;7.7;Q1;Q1
Cell Reports;26391856;22111247;CELL BIOLOGY;SCIE;115058;7.7;Q1;Q1
CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY;10408347;15476510;CHEMISTRY, ANALYTICAL;SCIE;6913;7.7;Q1;Q1
CURRENT BIOLOGY;09609822;18790445;BIOCHEMISTRY & MOLECULAR BIOLOGY | BIOLOGY | CELL BIOLOGY;SCIE;85734;7.7;Q1;Q1
Current Research in Food Science;N/A;26659271;FOOD SCIENCE & TECHNOLOGY;SCIE;8649;7.7;Q1;Q1
ECOLOGY LETTERS;1461023X;14610248;ECOLOGY;SCIE;44195;7.7;Q1;Q1
Family Business Review;08944865;17416248;BUSINESS;SSCI;4405;7.7;Q1;Q1
IEEE Computational Intelligence Magazine;1556603X;15566048;COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE;SCIE;2997;7.7;Q1;Q1
IEEE Journal of Biomedical and Health Informatics;21682194;21682208;COMPUTER SCIENCE, INFORMATION SYSTEMS | COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS | MATHEMATICAL & COMPUTATIONAL BIOLOGY | MEDICAL INFORMATICS;SCIE;27151;7.7;Q1;Q1
Inflammation and Regeneration;N/A;18808190;IMMUNOLOGY | MEDICINE, RESEARCH & EXPERIMENTAL;SCIE;2529;7.7;Q1;Q1
INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH;02783649;17413176;ROBOTICS;SCIE;16348;7.7;Q1;Q1
JNCI-Journal of the National Cancer Institute;00278874;14602105;ONCOLOGY;SCIE;33971;7.7;Q1;Q1
JOURNAL OF ADVERTISING;00913367;15577805;BUSINESS | COMMUNICATION;SSCI;8534;7.7;Q1;Q1
JOURNAL OF INTELLIGENT MANUFACTURING;09565515;15728145;COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE | ENGINEERING, MANUFACTURING;SCIE;13199;7.7;Q1;Q1
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS;10848045;10958592;COMPUTER SCIENCE, HARDWARE & ARCHITECTURE | COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS | COMPUTER SCIENCE, SOFTWARE ENGINEERING;SCIE;11545;7.7;Q1;Q1
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY;00223050;1468330X;CLINICAL NEUROLOGY | PSYCHIATRY | SURGERY;SCIE;32201;7.7;Q1;Q1
JOURNAL OF SECOND LANGUAGE WRITING;10603743;18731422;LINGUISTICS;SSCI;4131;7.7;Q1;Q1
Life Medicine;N/A;27551733;MEDICINE, RESEARCH & EXPERIMENTAL;ESCI;586;7.7;Q1;Q1
MOVEMENT DISORDERS;08853185;15318257;CLINICAL NEUROLOGY;SCIE;36832;7.7;Q1;Q1
PLOS Digital Health;N/A;27673170;HEALTH CARE SCIENCES & SERVICES | MEDICAL INFORMATICS;ESCI;4455;7.7;Q1;Q1
POLITICAL ANALYSIS;10471987;14764989;POLITICAL SCIENCE | SOCIAL SCIENCES, MATHEMATICAL METHODS;SSCI;8020;7.7;Q1;Q1
Precision Chemistry;N/A;27719316;CHEMISTRY, MULTIDISCIPLINARY;ESCI;1190;7.7;Q1;Q1
ReCALL;09583440;14740109;EDUCATION & EDUCATIONAL RESEARCH | LANGUAGE & LINGUISTICS | LINGUISTICS;AHCI | SSCI;1760;7.7;Q1;Q1
REVIEW OF ECONOMICS AND STATISTICS;00346535;15309142;ECONOMICS | SOCIAL SCIENCES, MATHEMATICAL METHODS;SSCI;22680;7.7;Q1;Q1
Science China-Materials;20958226;21994501;MATERIALS SCIENCE, MULTIDISCIPLINARY;SCIE;14857;7.7;Q1;Q1
World Journal of Emergency Surgery;17497922;17497922;EMERGENCY MEDICINE | SURGERY;SCIE;4268;7.7;Q1;Q1
WORLD JOURNAL OF GASTROENTEROLOGY;10079327;22192840;GASTROENTEROLOGY & HEPATOLOGY;SCIE;52367;7.7;Q1;Q1
Accounting in Europe;17449480;17449499;BUSINESS, FINANCE;ESCI;941;7.6;Q1;Q1
ACS Sustainable Chemistry & Engineering;21680485;21680485;CHEMISTRY, MULTIDISCIPLINARY | ENGINEERING, CHEMICAL | GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY;SCIE;112836;7.6;Q1;Q1 | Q2
Assessing Writing;10752935;18735916;EDUCATION & EDUCATIONAL RESEARCH | LINGUISTICS;SSCI;2928;7.6;Q1;Q1
